0,0.08795,0.003518,0.003518,0.003518,0.003518,0.003518
0.04,0.26308,0.013764,0.011425,0.016727,0.016043,0.014099
0.12,0.24488,0.0222,0.013235,0.033289,0.03056,0.023496
0.21,0.19191,0.028523,0.013424,0.046592,0.041781,0.030727
0.29,0.29578,0.040828,0.019793,0.065379,0.058471,0.04392
0.38,0.10411,0.040193,0.014003,0.069766,0.060855,0.044077
0.46,0.3115,0.054812,0.023976,0.088728,0.07798,0.059418
0.54,0.4142,0.070717,0.031272,0.11375,0.099956,0.076622
0.62,27.249,1.6481,1.2446,2.1443,2.0209,1.7065
0.71,138.78,9.4935,6.6438,13.008,12.139,9.9057
0.79,136.39,14.282,7.8947,22.031,20.036,15.21
0.88,72.163,15.626,6.3877,26.472,23.46,16.981
0.96,39.112,15.875,5.4725,27.622,24.079,17.418
1.04,37.706,16.717,5.6342,28.731,24.807,18.378
1.12,36.935,17.527,5.8057,29.765,25.491,19.301
1.21,30.302,18.038,5.7213,30.386,25.777,19.92
1.29,26.717,18.389,5.685,30.673,25.826,20.347
1.38,23.795,18.693,5.6526,30.808,25.747,20.721
1.46,21.728,18.897,5.622,30.807,25.596,20.976
1.54,22.118,19.176,5.6844,30.882,25.544,21.302
1.62,19.484,19.299,5.6177,30.794,25.352,21.468
1.71,20.544,19.576,5.6989,30.836,25.302,21.789
1.79,19.82,19.771,5.7098,30.856,25.25,22.022
1.88,17.563,19.88,5.6512,30.74,25.077,22.167
1.96,20.465,20.194,5.8023,30.889,25.184,22.514
2.04,18.201,20.32,5.7531,30.881,25.137,22.674
2.12,17.491,20.461,5.7536,30.854,25.089,22.841
2.21,19.845,20.789,5.8932,31.044,25.255,23.202
2.29,17.862,20.93,5.8586,31.084,25.276,23.373
2.38,18.362,21.174,5.9229,31.199,25.38,23.647
2.46,19.507,21.455,6.0188,31.404,25.573,23.957
2.54,17.347,21.589,5.9788,31.452,25.615,24.117
2.62,16.796,21.742,5.9911,31.482,25.652,24.291
2.71,16.698,21.929,6.0246,31.531,25.713,24.499
2.79,15.814,22.052,6.0197,31.524,25.724,24.638
2.88,14.873,22.161,6.0084,31.466,25.695,24.762
2.96,15.082,22.294,6.039,31.449,25.708,24.905
3.04,15.099,22.429,6.0652,31.448,25.739,25.052
3.12,15.258,22.58,6.1,31.474,25.797,25.213
3.21,15.479,22.764,6.1452,31.534,25.891,25.41
3.29,14.284,22.86,6.1262,31.509,25.9,25.514
3.38,14.475,23.014,6.1625,31.515,25.949,25.675
3.46,14.398,23.148,6.1873,31.526,26,25.816
4.52,9.6655,24.063,6.1896,30.364,25.579,26.674
7.48,6.5965,24.996,6.1588,25.326,23.001,26.858
8,6.2373,25.136,6.1627,24.606,22.65,26.827
9,5.471,25.229,6.1187,23.03,21.711,26.577
10,4.7102,25.108,6.0203,21.311,20.567,26.1
11,4.381,24.899,5.9162,19.686,19.441,25.534
12,4.054,24.658,5.8082,18.237,18.399,24.948
13,3.7294,24.362,5.689,16.89,17.382,24.318
14,3.4072,24.004,5.5572,15.621,16.381,23.641
15,3.0873,23.586,5.4129,14.418,15.395,22.917
16,2.8932,23.14,5.2682,13.316,14.462,22.18
17,2.7006,22.678,5.1231,12.325,13.594,21.448
18,2.5094,22.196,4.9751,11.413,12.769,20.714
19,2.3195,21.691,4.8239,10.567,11.98,19.975
20,2.1311,21.165,4.6696,9.7743,11.224,19.231
21,2.0384,20.639,4.5209,9.0634,10.527,18.506
22,1.9464,20.125,4.3776,8.4403,9.8959,17.813
23,1.8551,19.615,4.2375,7.8806,9.3117,17.142
24,1.7644,19.109,4.1,7.3722,8.7676,16.491
25,1.6744,18.605,3.9647,6.9067,8.259,15.859
26,1.5851,18.102,3.8316,6.4774,7.7818,15.243
27,1.4963,17.602,3.7005,6.0786,7.3324,14.642
28,1.4083,17.104,3.5714,5.7057,6.9078,14.057
29,1.3209,16.608,3.4442,5.3547,6.5052,13.485
30,1.2342,16.114,3.3188,5.0225,6.1222,12.927
31,1.1954,15.633,3.1995,4.7238,5.7719,12.393
32,1.1569,15.171,3.086,4.4633,5.4572,11.888
33,1.1187,14.722,2.9769,4.2293,5.1684,11.408
34,1.0808,14.286,2.8719,4.0169,4.9016,10.95
35,1.0431,13.861,2.7705,3.8224,4.6544,10.512
36,1.0058,13.447,2.6726,3.6429,4.4244,10.092
37,0.96865,13.044,2.578,3.4763,4.2097,9.6905
38,0.93181,12.651,2.4866,3.3204,4.0085,9.3051
39,0.89524,12.268,2.398,3.1737,3.8194,8.935
40,0.85895,11.894,2.3123,3.0347,3.6409,8.5793
41,0.83477,11.531,2.2303,2.9069,3.4757,8.2401
42,0.81076,11.181,2.1519,2.7908,3.324,7.918
43,0.78692,10.842,2.0765,2.6834,3.1827,7.611
44,0.76326,10.513,2.004,2.583,3.0506,7.318
45,0.73977,10.194,1.9343,2.4886,2.9265,7.038
46,0.71646,9.885,1.867,2.3992,2.8096,6.7701
47,0.69332,9.5846,1.8022,2.3141,2.6991,6.5136
48,0.67035,9.2927,1.7396,2.2327,2.5942,6.2677
49,0.64756,9.0091,1.6792,2.1544,2.4944,6.0317
50,0.62494,8.7334,1.6209,2.0789,2.399,5.8051
51,0.60952,8.4669,1.5651,2.0083,2.31,5.589
52,0.59421,8.2099,1.5118,1.9434,2.2275,5.3837
53,0.57902,7.9616,1.4607,1.8825,2.15,5.1881
54,0.56394,7.7214,1.4115,1.8248,2.0768,5.0013
55,0.54897,7.489,1.3642,1.77,2.0074,4.8229
56,0.53411,7.2639,1.3188,1.7174,1.9414,4.6522
57,0.51937,7.0459,1.275,1.6669,1.8785,4.4887
58,0.50473,6.8346,1.2328,1.6181,1.8183,4.3319
59,0.49021,6.6297,1.1921,1.5709,1.7605,4.1816
60,0.4758,6.4311,1.1528,1.5249,1.7049,4.0371
61,0.46459,6.239,1.1152,1.4812,1.6522,3.8991
62,0.45348,6.0536,1.0791,1.4402,1.6026,3.7674
63,0.44244,5.8744,1.0445,1.401,1.5553,3.6415
64,0.43149,5.7011,1.0111,1.3634,1.5101,3.5209
65,0.42062,5.5333,0.97901,1.327,1.4667,3.4053
66,0.40984,5.3707,0.94806,1.2919,1.425,3.2944
67,0.39913,5.2133,0.91821,1.2576,1.3847,3.1878
68,0.38851,5.0607,0.88942,1.2243,1.3458,3.0854
69,0.37798,4.9128,0.86161,1.1917,1.308,2.9868
70,0.36752,4.7693,0.83475,1.1598,1.2713,2.8917
71,0.35715,4.6301,0.80877,1.1285,1.2356,2.8001
72,0.34687,4.4949,0.78364,1.0977,1.2008,2.7117
