0,0.087904,0.0035162,0.0035162,0.0035162,0.0035162,0.0035162
0.04,0.1753,0.0082488,0.0072406,0.011224,0.0092273,0.0092582
0.12,0.20979,0.013219,0.0092769,0.024521,0.016846,0.017172
0.21,0.17437,0.01577,0.0085705,0.03569,0.02196,0.023009
0.29,0.22606,0.021466,0.011276,0.048807,0.029717,0.031734
0.38,0.15609,0.022497,0.0091351,0.057082,0.032559,0.035995
0.46,1.1763,0.075563,0.052148,0.13717,0.093801,0.099195
0.54,147.19,7.3056,6.1484,10.655,8.3896,8.4655
0.62,144.91,9.9307,6.5523,19.517,12.979,13.322
0.71,52.577,8.2516,3.213,21.957,12.443,13.324
0.79,35.815,8.3236,2.6586,22.982,12.586,14.046
0.88,42.255,9.2964,3.0228,24.686,13.514,15.657
0.96,32.147,9.485,2.7041,25.39,13.611,16.381
1.04,25.634,9.6543,2.4983,25.667,13.551,16.957
1.12,25.29,10.001,2.5262,25.958,13.618,17.655
1.21,23.391,10.303,2.4919,26.144,13.592,18.33
1.29,22.566,10.576,2.4906,26.258,13.563,18.913
1.38,23.025,10.931,2.5434,26.435,13.585,19.612
1.46,21.7,11.166,2.5191,26.501,13.527,20.143
1.54,21.671,11.437,2.5441,26.582,13.504,20.7
1.62,21.659,11.706,2.5694,26.669,13.488,21.252
1.71,20.334,11.939,2.5425,26.674,13.399,21.791
1.79,21.187,12.22,2.5989,26.754,13.402,22.339
1.88,17.389,12.312,2.4663,26.558,13.167,22.704
1.96,18.838,12.564,2.5374,26.515,13.122,23.179
2.04,19.326,12.793,2.5736,26.509,13.081,23.646
2.12,17.826,12.932,2.5286,26.402,12.952,24.013
2.21,18.428,13.168,2.568,26.354,12.891,24.497
2.29,17.836,13.331,2.558,26.278,12.801,24.88
2.38,16.435,13.463,2.5138,26.105,12.643,25.24
2.46,17.536,13.67,2.5681,26.049,12.6,25.647
2.54,16.789,13.805,2.5494,25.942,12.498,25.984
2.62,16.255,13.936,2.5371,25.813,12.39,26.305
2.71,17.026,14.139,2.579,25.745,12.338,26.724
2.79,16.638,14.28,2.5743,25.664,12.263,27.058
2.88,16.987,14.467,2.6005,25.613,12.216,27.463
2.96,15.042,14.528,2.5311,25.436,12.064,27.703
3.04,14.362,14.614,2.508,25.236,11.925,27.947
3.12,16.293,14.815,2.5919,25.193,11.921,28.316
3.21,15.739,14.947,2.5803,25.097,11.841,28.647
3.29,15.077,15.044,2.5613,24.974,11.749,28.912
3.38,15.25,15.185,2.5761,24.865,11.679,29.235
3.46,15.202,15.303,2.5817,24.773,11.617,29.516
4.52,10.531,16.104,2.421,22.379,10.205,31.948
7.48,7.5773,16.422,2.2241,15.71,6.9775,34.433
8,7.1506,16.346,2.2016,14.979,6.6815,34.55
9,6.5561,16.146,2.1645,13.627,6.1177,34.623
10,5.9658,15.881,2.1243,12.391,5.5868,34.518
11,5.5715,15.577,2.0896,11.308,5.1194,34.285
12,5.1799,15.245,2.0538,10.378,4.7156,33.956
13,4.7911,14.883,2.015,9.5458,4.3483,33.531
14,4.4051,14.489,1.9723,8.7791,4.0052,33.01
15,4.0219,14.063,1.9251,8.0596,3.6793,32.398
16,3.7991,13.63,1.8828,7.4289,3.3969,31.736
17,3.5779,13.2,1.8411,6.8964,3.1594,31.05
18,3.3582,12.77,1.7986,6.4224,2.9465,30.338
19,3.1402,12.338,1.7549,5.9874,2.749,29.599
20,2.9237,11.903,1.7097,5.5797,2.5624,28.834
21,2.8123,11.48,1.6689,5.2276,2.4038,28.069
22,2.7017,11.076,1.6298,4.9377,2.2744,27.319
23,2.5919,10.686,1.5914,4.6848,2.1607,26.581
24,2.4829,10.308,1.5532,4.456,2.0569,25.853
25,2.3746,9.9413,1.5152,4.2442,1.9598,25.133
26,2.2671,9.5844,1.4772,4.0446,1.8678,24.42
27,2.1604,9.2362,1.4391,3.8541,1.7795,23.715
28,2.0545,8.896,1.4009,3.6705,1.6941,23.015
29,1.9493,8.5633,1.3626,3.4921,1.611,22.321
30,1.845,8.2374,1.3243,3.3178,1.5298,21.633
31,1.7847,7.9245,1.2885,3.1617,1.4585,20.96
32,1.7249,7.6262,1.2539,3.0281,1.398,20.309
33,1.6656,7.3411,1.2203,2.9075,1.3433,19.678
34,1.6066,7.0678,1.1874,2.7953,1.292,19.065
35,1.5481,6.8052,1.1551,2.689,1.2431,18.469
36,1.49,6.5524,1.1234,2.587,1.1959,17.889
37,1.4323,6.3086,1.0921,2.4882,1.1501,17.324
38,1.3751,6.0732,1.0613,2.392,1.1054,16.772
39,1.3183,5.8456,1.031,2.2978,1.0615,16.234
40,1.2619,5.6252,1.001,2.2052,1.0184,15.708
41,1.2303,5.4151,0.97297,2.1222,0.98062,15.2
42,1.1988,5.2162,0.94605,2.0516,0.94876,14.712
43,1.1676,5.0274,0.92004,1.9879,0.91995,14.243
44,1.1366,4.8476,0.89481,1.9287,0.89298,13.792
45,1.1059,4.6762,0.87029,1.8727,0.86726,13.358
46,1.0753,4.5124,0.84642,1.819,0.84247,12.938
47,1.045,4.3556,0.82316,1.7671,0.81839,12.534
48,1.0149,4.2054,0.80048,1.7164,0.79488,12.142
49,0.98504,4.0612,0.77834,1.6668,0.77183,11.764
50,0.95539,3.9226,0.75673,1.6181,0.74915,11.398
51,0.93305,3.7902,0.73604,1.5725,0.72817,11.045
52,0.91088,3.6642,0.71604,1.5308,0.70905,10.706
53,0.88886,3.5439,0.69667,1.4914,0.69093,10.379
54,0.86701,3.4289,0.67785,1.4535,0.67345,10.064
55,0.84531,3.3188,0.65956,1.4167,0.65642,9.7605
56,0.82378,3.2131,0.64177,1.3807,0.63975,9.4674
57,0.8024,3.1117,0.62444,1.3454,0.62337,9.1843
58,0.78119,3.0141,0.60756,1.3107,0.60723,8.9107
59,0.76013,2.9202,0.59112,1.2765,0.5913,8.6459
60,0.73924,2.8296,0.57508,1.2427,0.57556,8.3896
61,0.72191,2.7427,0.55963,1.2104,0.56064,8.142
62,0.70472,2.6594,0.54467,1.18,0.54664,7.9034
63,0.68765,2.5794,0.53014,1.1507,0.53314,7.673
64,0.67071,2.5025,0.51602,1.1222,0.51997,7.4505
65,0.6539,2.4285,0.50228,1.0944,0.50706,7.2353
66,0.63722,2.3571,0.48889,1.067,0.49434,7.0271
67,0.62067,2.2881,0.47585,1.04,0.4818,6.8255
68,0.60425,2.2214,0.46314,1.0133,0.46941,6.6302
69,0.58795,2.1569,0.45075,0.98698,0.45716,6.4408
70,0.57178,2.0944,0.43866,0.96091,0.44503,6.257
71,0.55574,2.0338,0.42685,0.9351,0.43302,6.0785
72,0.53983,1.9749,0.41533,0.90952,0.42112,5.905
73,0.52405,1.9176,0.40407,0.88417,0.40933,5.7364
74,0.5084,1.8619,0.39307,0.85904,0.39764,5.5723
75,0.49287,1.8077,0.38231,0.83413,0.38605,5.4125
76,0.47748,1.7548,0.37179,0.80943,0.37456,5.2569
77,0.46221,1.7032,0.3615,0.78494,0.36317,5.1052
78,0.44707,1.6529,0.35143,0.76065,0.35188,4.9572
79,0.43206,1.6036,0.34157,0.73657,0.34068,4.8128
80,0.41717,1.5555,0.33191,0.7127,0.32957,4.6718
81,0.40242,1.5084,0.32245,0.68903,0.31856,4.534
82,0.39612,1.4635,0.31367,0.66842,0.30926,4.4014
83,0.38986,1.4212,0.30532,0.65181,0.3019,4.2748
84,0.38365,1.3812,0.29732,0.63744,0.29551,4.1539
85,0.37748,1.3432,0.28964,0.62448,0.28969,4.0382
86,0.37136,1.3071,0.28222,0.6125,0.28424,3.9273
87,0.36528,1.2727,0.27507,0.60121,0.27907,3.821
88,0.35924,1.2399,0.26815,0.59043,0.2741,3.7189
89,0.35324,1.2084,0.26146,0.58004,0.26929,3.6208
90,0.34729,1.1783,0.25498,0.56995,0.2646,3.5265
91,0.34138,1.1494,0.24871,0.56008,0.26002,3.4357
92,0.33552,1.1217,0.24263,0.55041,0.25551,3.3482
93,0.3297,1.095,0.23674,0.54088,0.25108,3.2639
94,0.32392,1.0693,0.23103,0.53149,0.2467,3.1826
95,0.31818,1.0445,0.22549,0.5222,0.24238,3.1041
96,0.31249,1.0206,0.22011,0.51302,0.2381,3.0283
97,0.30684,0.99748,0.21489,0.50392,0.23387,2.955
98,0.30124,0.97511,0.20981,0.49491,0.22967,2.8841
99,0.29568,0.95343,0.20488,0.48598,0.22551,2.8154
100,0.29016,0.93241,0.20009,0.47713,0.22139,2.7489
101,0.28469,0.91201,0.19543,0.46835,0.21731,2.6844
102,0.28109,0.89246,0.19099,0.46027,0.21361,2.6223
103,0.27842,0.87394,0.18679,0.45341,0.21053,2.5629
